run_id,path,filename,ext,extraction_status,skipped_reason,category,domain,tags,contains_pii,confidence,summary,pii,glossary_terms,ai_cost_usd,sha1,engine,pages,language,ai,size_bytes,timestamp
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots/Screenshot 2025-07-21 095659.png,Screenshot 2025-07-21 095659.png,.png,ok,,Access Denial Notice,legal,access denial; email; permission; correlation id; date and time; user,True,0.85,An email notice regarding access denial to a specific resource for the user sreekanth.kothapalle@unrivaledteamwear.com. Contains PII.,email,access-denied; site-admin; correlation-id; support-team; technical-details; user-permissions; office-365-services; sign-out; different-account; contact-support,0.0,,tesseract,,,"{""ai_fast"": {""category"": ""Access Denial Notice"", ""domain"": ""legal"", ""tags"": [""access denial"", ""email"", ""permission"", ""correlation id"", ""date and time"", ""user""], ""contains_pii"": true, ""confidence"": 0.85, ""summary"": ""An email notice regarding access denial to a specific resource for the user sreekanth.kothapalle@unrivaledteamwear.com. Contains PII."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Access Denial Notice"", ""confidence"": 0.9, ""pii"": [""email""], ""glossary_terms"": [""access-denied"", ""site-admin"", ""correlation-id"", ""support-team"", ""technical-details"", ""user-permissions"", ""office-365-services"", ""sign-out"", ""different-account"", ""contact-support""], ""summary"": ""This message indicates a user permission issue and provides steps to resolve it, including contacting the site admin or support team with technical details."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",75293,2025-08-20T04:38:25.530053+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Screenshots/Screenshot 2025-07-18 150118.png,Screenshot 2025-07-18 150118.png,.png,ok,,VPN Connection Log,it,vpn; connection; log; ipaddress; username; duration; bytes,True,0.85,A log showing VPN connection details including IP address and username potentially containing sensitive personal information.,email; ip_address,VPN; IP Address; Bandwidth Usage; Username; Connection Status,0.0,,tesseract,,,"{""ai_fast"": {""category"": ""VPN Connection Log"", ""domain"": ""it"", ""tags"": [""vpn"", ""connection"", ""log"", ""ipaddress"", ""username"", ""duration"", ""bytes""], ""contains_pii"": true, ""confidence"": 0.85, ""summary"": ""A log showing VPN connection details including IP address and username potentially containing sensitive personal information."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""VPN Connection Log"", ""confidence"": 0.95, ""pii"": [""email"", ""ip_address""], ""glossary_terms"": [""VPN"", ""IP Address"", ""Bandwidth Usage"", ""Username"", ""Connection Status""], ""summary"": ""The content describes a connection status for a user accessing a network via a VPN, including IP address and bandwidth usage details."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",72381,2025-08-20T04:39:21.142644+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/company-document-text.csv,company-document-text.csv,.csv,ok,,Shipping Invoices,operations,shipping; invoice; order; customer; product; address; city; country,True,0.95,Contains customer and employee details as well as shipping and invoice data.,,,0.0,,text,,,"{""ai_fast"": {""category"": ""Shipping Invoices"", ""domain"": ""operations"", ""tags"": [""shipping"", ""invoice"", ""order"", ""customer"", ""product"", ""address"", ""city"", ""country""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""Contains customer and employee details as well as shipping and invoice data."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""unknown"", ""confidence"": 0.4, ""pii"": [], ""glossary_terms"": [], ""summary"": ""text,label,word_count\norder id  10718 shipping details  ship name  königlich essen ship address  maubelstr. 90 ship city  brandenburg ship region  western europe ship postal code  14776 ship country  germany customer details  customer id  koene customer name  königlich essen employee details  employee name  nancy davolio shipper details  shipper id  3 shipper name  federal shipping order details  order date  2017-10-27 shipped date  2017-10-29 products  ------------------------------------------..."", ""prompt_version"": ""deep-fallback""}, ""ai_cost_usd"": 0.0}",1375877,2025-08-20T04:43:00.008507+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10248.pdf,invoice_10248.pdf,.pdf,ok,,Invoice,finance,Invoice; Order; Customer; Product; Quantity; Unit Price,True,0.95,A financial document containing customer and product details for an order with a total price.,name; address; phone,invoice; order_id; customer_id; contact_name; shipping_address; product_details; quantity; unit_price; total_price; fax_number,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order"", ""Customer"", ""Product"", ""Quantity"", ""Unit Price""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""A financial document containing customer and product details for an order with a total price."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice"", ""confidence"": 0.95, ""pii"": [""name"", ""address"", ""phone""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_id"", ""contact_name"", ""shipping_address"", ""product_details"", ""quantity"", ""unit_price"", ""total_price"", ""fax_number""], ""summary"": ""This document is an invoice detailing an order placed by customer VINET on July 4, 2016. It includes contact and shipping information for the customer as well as a list of products ordered with their quantities and prices."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2052,2025-08-20T04:43:50.027936+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10249.pdf,invoice_10249.pdf,.pdf,ok,,Invoice Report,finance,Invoice; Order; Customer Details; Product Details; Financial Transaction,True,0.95,"A financial document detailing an order from customer TOMSP, containing personal information and itemized products with quantities and prices.",name; address; phone,invoice; order_id; customer_details; contact_info; product_details; total_price; billing_address; unit_price; quantity; country; postal_code,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice Report"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order"", ""Customer Details"", ""Product Details"", ""Financial Transaction""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""A financial document detailing an order from customer TOMSP, containing personal information and itemized products with quantities and prices."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice Report"", ""confidence"": 0.95, ""pii"": [""name"", ""address"", ""phone""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_details"", ""contact_info"", ""product_details"", ""total_price"", ""billing_address"", ""unit_price"", ""quantity"", ""country"", ""postal_code""], ""summary"": ""This invoice document contains billing information for an order, including customer details such as name, address, and contact information, along with product details and total price."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",1986,2025-08-20T04:44:44.030654+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10254.pdf,invoice_10254.pdf,.pdf,ok,,Invoice Report,finance,Invoice; Order; Customer; Product; Switzerland,True,0.95,A financial document containing customer and product details for order ID 10254.,email; phone; address; name,invoice; order_id; customer_id; contact_name; product_details; unit_price; totalprice; postal_code; country; fax,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice Report"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order"", ""Customer"", ""Product"", ""Switzerland""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""A financial document containing customer and product details for order ID 10254."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice Report"", ""confidence"": 0.95, ""pii"": [""email"", ""phone"", ""address"", ""name""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_id"", ""contact_name"", ""product_details"", ""unit_price"", ""totalprice"", ""postal_code"", ""country"", ""fax""], ""summary"": ""This document is an invoice for an order with ID 10254 placed by customer CHOPS on July 11, 2016. It includes detailed product and payment information as well as the contact details of a customer named Yang Wang in Switzerland."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2039,2025-08-20T04:45:37.597818+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10253.pdf,invoice_10253.pdf,.pdf,ok,,Invoice,finance,invoice; order; customer; product,True,0.95,Customer Invoice for Order ID 10253 with customer details and product information.,email; phone,invoice; order_id; customer_id; contact_name; address; country; product_details; unit_price; totalprice,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice"", ""domain"": ""finance"", ""tags"": [""invoice"", ""order"", ""customer"", ""product""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""Customer Invoice for Order ID 10253 with customer details and product information."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice"", ""confidence"": 0.95, ""pii"": [""email"", ""phone""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_id"", ""contact_name"", ""address"", ""country"", ""product_details"", ""unit_price"", ""totalprice""], ""summary"": ""This document is an invoice for order ID 10253 placed by customer HANAR on July 10, 2016. It includes detailed contact information and billing data, as well as specific product details with unit prices and quantities."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2057,2025-08-20T04:46:37.946218+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10252.pdf,invoice_10252.pdf,.pdf,ok,,Invoice Report,finance,Invoice; Order ID; Customer ID; Order Date; Contact Name; Address; City; Postal Code,True,0.95,"A document containing customer and product details for an invoice dated July 9, 2016.",name; address; phone,invoice; order_id; customer_details; product_details; total_price,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice Report"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order ID"", ""Customer ID"", ""Order Date"", ""Contact Name"", ""Address"", ""City"", ""Postal Code""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""A document containing customer and product details for an invoice dated July 9, 2016."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice Report"", ""confidence"": 0.95, ""pii"": [""name"", ""address"", ""phone""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_details"", ""product_details"", ""total_price""], ""summary"": ""An invoice for Order ID 10252, placed by Customer ID SUPRD on July 9, 2016, includes customer contact details and product information including names, quantities, and unit prices."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2058,2025-08-20T04:47:30.583149+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10250.pdf,invoice_10250.pdf,.pdf,ok,,Invoice,finance,Invoice; Order; Customer; Product Details,True,0.95,"This file is an invoice containing customer and product details, totaling 1813.0.",email; phone; address; name,invoice; order_id; customer_id; contact_name; shipping_address; billing_address; product_details; quantity; unit_price; total_price; order_date; country_code,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order"", ""Customer"", ""Product Details""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""This file is an invoice containing customer and product details, totaling 1813.0."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice"", ""confidence"": 0.95, ""pii"": [""email"", ""phone"", ""address"", ""name""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_id"", ""contact_name"", ""shipping_address"", ""billing_address"", ""product_details"", ""quantity"", ""unit_price"", ""total_price"", ""order_date"", ""country_code""], ""summary"": ""This document is an invoice for order ID 10250 placed by customer HANAR on July 8, 2016. It includes the contact name Mario Pontes and provides detailed address information along with phone numbers for the customer's location in Rio de Janeiro, Brazil. The invoice also lists product details including IDs, names, quantities, unit prices, and a total price of $1813."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2093,2025-08-20T04:48:29.004982+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/invoices/invoice_10251.pdf,invoice_10251.pdf,.pdf,ok,,Invoice,finance,Invoice; Order; Customer Details; Product Details,True,0.85,"This is an invoice for Order ID 10251 with details of customer Mary Saveley from Lyon, France, and products including Gustaf's Knäckebröd, Ravioli Angelo, and Louisiana Fiery Hot Pepper Sauce.",name; address; phone,invoice; order_id; customer_id; product_details; subtotal; contact_information,0.0,,pymupdf,1,,"{""ai_fast"": {""category"": ""Invoice"", ""domain"": ""finance"", ""tags"": [""Invoice"", ""Order"", ""Customer Details"", ""Product Details""], ""contains_pii"": true, ""confidence"": 0.85, ""summary"": ""This is an invoice for Order ID 10251 with details of customer Mary Saveley from Lyon, France, and products including Gustaf's Knäckebröd, Ravioli Angelo, and Louisiana Fiery Hot Pepper Sauce."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Invoice"", ""confidence"": 1.0, ""pii"": [""name"", ""address"", ""phone""], ""glossary_terms"": [""invoice"", ""order_id"", ""customer_id"", ""product_details"", ""subtotal"", ""contact_information""], ""summary"": ""This document is an invoice for an order placed on July 8, 2016 by customer VICTE (Mary Saveley). It includes product details and a subtotal of $670.80, along with contact information such as address, phone number, and fax."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2058,2025-08-20T04:49:24.905739+00:00
20250820_002825_44909f88,/Users/vamsi_mure/Documents/mcp_ai-v2/mcp_ai/input_files/SampleFiles/Company dataset - pdfs/CompanyDocuments/Shipping orders/order_10251.pdf,order_10251.pdf,.pdf,ok,,Purchase Order,it,Order ID; Shipping Details; Customer Details; Employee Details; Shipper Details; Order Details; Products,True,0.95,"This file is a purchase order containing shipping, customer, employee, shipper, and product details.",name; address,order_id; customer_name; employee_name; shipper_name; product; quantity; unit_price; total_price; shipping_address; order_date; shipped_date,0.0,,pymupdf,2,,"{""ai_fast"": {""category"": ""Purchase Order"", ""domain"": ""it"", ""tags"": [""Order ID"", ""Shipping Details"", ""Customer Details"", ""Employee Details"", ""Shipper Details"", ""Order Details"", ""Products""], ""contains_pii"": true, ""confidence"": 0.95, ""summary"": ""This file is a purchase order containing shipping, customer, employee, shipper, and product details."", ""prompt_version"": ""fast-v2-rich""}, ""ai_deep_local"": {""category"": ""Purchase Order"", ""confidence"": 0.95, ""pii"": [""name"", ""address""], ""glossary_terms"": [""order_id"", ""customer_name"", ""employee_name"", ""shipper_name"", ""product"", ""quantity"", ""unit_price"", ""total_price"", ""shipping_address"", ""order_date"", ""shipped_date""], ""summary"": ""This document captures order details for an international shipment, including shipping and customer information, as well as product specifics like quantity and price. It highlights the involvement of a shipper named Speedy Express and includes financial totals."", ""prompt_version"": ""deep-v2-rich""}, ""ai_cost_usd"": 0.0}",2786,2025-08-20T04:50:19.940657+00:00
